company_id,company_name,normalized_domain,company_type,token_symbols,token_names,token_urls,token_results,confidence,needs_manual_review
109574-74,CryptoCorum,,protocol_or_network,"[""XWBC""]","[""LXCCoin""]","[""https://www.globenewswire.com/news-release/2015/03/02/939356/0/en/strategabiz-announces-execution-of-conditional-agreement-to-purchase-cryptocorum-the-originator-of-the-cryptocurrency-lxccoin.html""]","[{""token_symbol"": ""XWBC"", ""token_name"": ""LXCCoin"", ""token_url"": ""https://www.globenewswire.com/news-release/2015/03/02/939356/0/en/strategabiz-announces-execution-of-conditional-agreement-to-purchase-cryptocorum-the-originator-of-the-cryptocurrency-lxccoin.html"", ""reason"": ""StrategaBiz press-release evidence describes CryptoCorum as the originator of LXCCoin and says the CryptoCorum group developed and promulgated LXCCoin (ticker XWBC), supporting an original founding role."", ""evidence_urls"": [""https://www.globenewswire.com/news-release/2015/03/02/939356/0/en/strategabiz-announces-execution-of-conditional-agreement-to-purchase-cryptocorum-the-originator-of-the-cryptocurrency-lxccoin.html"", ""https://contracts.justia.com/companies/nxchain-inc-8820/contract/332645/"", ""https://www.globenewswire.com/news-release/2016/03/10/818845/0/en/NXChain-Pursues-Merger-With-LXCCoin-and-Entry-Into-the-Digital-Currency-and-Digital-Payments-Markets.html""], ""evidence_source_types"": [""press_release"", ""legal_contract"", ""press_release""]}]",low,no
109679-77,Tech Bureau,techbureau.jp,exchange_or_broker,"[""CMS""]","[""COMSA""]","[""https://coinmarketcap.com/currencies/comsa-xem/""]","[{""token_symbol"": ""CMS"", ""token_name"": ""COMSA"", ""token_url"": ""https://coinmarketcap.com/currencies/comsa-xem/"", ""reason"": ""Tech Bureau Holdings official materials state that it launched COMSA as a one-stop ICO/blockchain-implementation solution and identify the CMS tokens, supporting Tech Bureau as the original organization behind the COMSA token ecosystem."", ""evidence_urls"": [""https://techbureau.jp/wp-content/uploads/2021/01/CMS_Listing_on_Exrates_EN.pdf"", ""https://comsa.io/"", ""https://coinmarketcap.com/currencies/comsa-xem/""], ""evidence_source_types"": [""official_docs"", ""official_site"", ""coinmarketcap""]}]",high,no
109754-56,Benja,benja.co,media_or_education,"[""BENJA""]","[""benjaCoin""]","[""https://www.benjacoin.com/""]","[{""token_symbol"": ""BENJA"", ""token_name"": ""benjaCoin"", ""token_url"": ""https://www.benjacoin.com/"", ""reason"": ""Official benjaCoin materials identify BENJA as the token for the Benja merchandise ad network and the whitepaper identifies EPHE Corp./Benja as the organization whose founders elected to create the token and smart contract, supporting Benja as the original organization behind the tokenized network."", ""evidence_urls"": [""https://www.benjacoin.com/"", ""https://www.benjacoin.com/s/benjacoin_EN_072917compressed.pdf""], ""evidence_source_types"": [""official_site"", ""official_docs""]}]",high,no
109909-81,ShapeShift,shapeshift.com,wallet_or_custody,"[""FOX""]","[""ShapeShift FOX Token""]","[""https://shapeshift.com/dao/fox-token""]","[{""token_symbol"": ""FOX"", ""token_name"": ""ShapeShift FOX Token"", ""token_url"": ""https://shapeshift.com/dao/fox-token"", ""reason"": ""Official ShapeShift help materials state that FOX is an ERC-20 token created by ShapeShift and serves as the governance token for the ShapeShift DAO, supporting ShapeShift as the original organization behind the FOX/DAO ecosystem."", ""evidence_urls"": [""https://shapeshift.zendesk.com/hc/en-us/articles/360000591420-What-is-ShapeShift-FOX-Token-FOX"", ""https://shapeshift.com/dao/fox-token"", ""https://coinmarketcap.com/currencies/fox-token/""], ""evidence_source_types"": [""official_docs"", ""official_site"", ""coinmarketcap""]}]",high,no
111335-86,BnkToTheFuture,bnktothefuture.com,investment_or_holdings,"[""BFT""]","[""BnkToTheFuture Token""]","[""https://bf-token.bnktothefuture.com/pdf/whitepaper.pdf""]","[{""token_symbol"": ""BFT"", ""token_name"": ""BnkToTheFuture Token"", ""token_url"": ""https://bf-token.bnktothefuture.com/pdf/whitepaper.pdf"", ""reason"": ""BnkToTheFuture/BF Group is the original BF Platform organization, and official terms define BFT as the membership and rewards crypto token issued by the platform operator."", ""evidence_urls"": [""https://home.bnktothefuture.com/terms-conditions/"", ""https://bf-token.bnktothefuture.com/pdf/whitepaper.pdf""], ""evidence_source_types"": [""official_site"", ""official_whitepaper""]}]",high,no
112042-27,BurstIQ,burstiq.com,infrastructure_or_data,"[""BIQ""]","[""BiQ""]","[""https://www.burstiq.com/wp-content/uploads/2017/08/BurstIQ-Token-Memo_19Jul2017reduced.pdf""]","[{""token_symbol"": ""BIQ"", ""token_name"": ""BiQ"", ""token_url"": ""https://www.burstiq.com/wp-content/uploads/2017/08/BurstIQ-Token-Memo_19Jul2017reduced.pdf"", ""reason"": ""BurstIQ's official token memorandum says BurstIQ was founded to create the BurstIQ platform and describes BurstIQ building the ecosystem; BurstIQ's terms define the BIQ Ecosystem as an online platform created by BurstIQ and BIQ as the ERC20 token used in it."", ""evidence_urls"": [""https://www.burstiq.com/wp-content/uploads/2017/08/BurstIQ-Token-Memo_19Jul2017reduced.pdf"", ""https://burstiq.com/site-terms-of-use-agreement/""], ""evidence_source_types"": [""official_document"", ""official_site""]}]",medium,no
112811-59,Corn,usecorn.com,protocol_or_network,"[""CORN"", ""BTCN""]","[""CORN"", ""Bitcorn""]","[""https://coinmarketcap.com/currencies/use-corn/corn/"", ""https://www.coingecko.com/en/coins/bitcorn-2""]","[{""token_symbol"": ""CORN"", ""token_name"": ""CORN"", ""token_url"": ""https://coinmarketcap.com/currencies/use-corn/corn/"", ""reason"": ""Corn qualifies because the task entity is the original Corn network ecosystem; official Corn materials describe Corn as a network and identify BTCN gas plus CORN allocation/token mechanics."", ""evidence_urls"": [""https://usecorn.com/"", ""https://docs.usecorn.com/"", ""https://blog.usecorn.com/corn-the-genesis-of-the-super-yield-network-f52170ffbe84"", ""https://coinmarketcap.com/currencies/use-corn/corn/""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""official_blog"", ""coinmarketcap""]}, {""token_symbol"": ""BTCN"", ""token_name"": ""Bitcorn"", ""token_url"": ""https://www.coingecko.com/en/coins/bitcorn-2"", ""reason"": ""Corn qualifies because the task entity is the original Corn network ecosystem; official Corn materials describe Corn as a network and identify BTCN gas plus CORN allocation/token mechanics."", ""evidence_urls"": [""https://usecorn.com/"", ""https://docs.usecorn.com/"", ""https://blog.usecorn.com/corn-the-genesis-of-the-super-yield-network-f52170ffbe84"", ""https://www.coingecko.com/en/coins/bitcorn-2""], ""evidence_source_types"": [""official_site"", ""official_docs"", ""official_blog"", ""coingecko""]}]",high,no
1131635-80,Zucoins,zucoins.com,protocol_or_network,"[""ZUCOINS""]","[""Zucoins""]","[""https://zucoins.com/what-are-zucoins/""]","[{""token_symbol"": ""ZUCOINS"", ""token_name"": ""Zucoins"", ""token_url"": ""https://zucoins.com/what-are-zucoins/"", ""reason"": ""Zucoins qualifies because official Zucoins L.P. materials present Splitchain and its native token Zucoins as the original Zucoins/Splitchain network ecosystem, and supporting coverage identifies Zucoins L.P. and founder Allan Endresz with the technology underpinning Zucoins and Splitchain."", ""evidence_urls"": [""https://zucoins.com/wp-content/uploads/2025/02/20250214-Zucoins-Zutopia-Tokenisation-Splitchain-AR-Overview.pdf"", ""https://myzucoins.org/zucoins-and-splitchain-embracing-open-source/""], ""evidence_source_types"": [""official_docs"", ""secondary_source""]}]",medium,no
113200-75,Bit2Me,bit2me.com,exchange_or_broker,"[""B2M""]","[""Bit2Me Token""]","[""https://bit2me.com/suite/launchpad/project/b2m""]","[{""token_symbol"": ""B2M"", ""token_name"": ""Bit2Me Token"", ""token_url"": ""https://bit2me.com/suite/launchpad/project/b2m"", ""reason"": ""Official Bit2Me sources describe B2M as the Bit2Me utility token/crypto-asset project created and launched by Bit2Me, supporting Bit2Me as the original founding organization of the B2M token ecosystem."", ""evidence_urls"": [""https://bit2me.com/suite/launchpad/project/b2m"", ""https://blog.bit2me.com/en/bit2me-raises-a-record-e2-5-million-with-its-cryptocurrency-and-will-launch-a-public-sale-in-september/"", ""https://bit2me.com/assets/downloads/b2m-token/bit2me-whitepaper.en.pdf""], ""evidence_source_types"": [""official_site"", ""official_blog"", ""whitepaper""]}]",high,no
1132228-45,Block Street,blockstreet.money,protocol_or_network,"[""BSB""]","[""Block Street""]","[""https://coinmarketcap.com/currencies/block-street/""]","[{""token_symbol"": ""BSB"", ""token_name"": ""Block Street"", ""token_url"": ""https://coinmarketcap.com/currencies/block-street/"", ""reason"": ""Official BlockStreet docs present BlockStreet as building the original unified liquidity-layer ecosystem, and the whitepaper identifies BSB as the native protocol token allocated to founders/core contributors."", ""evidence_urls"": [""https://docs.blockstreet.money/docs/overview/welcome"", ""https://docs.blockstreet.money/docs/whitepaper""], ""evidence_source_types"": [""official_docs"", ""official_docs""]}]",high,no
113365-63,DecBC,blockchainzoo.com,protocol_or_network,"[""ZBC""]","[""ZBC""]","[""https://coincodex.com/crypto/zbc-token/""]","[{""token_symbol"": ""ZBC"", ""token_name"": ""ZBC"", ""token_url"": ""https://coincodex.com/crypto/zbc-token/"", ""reason"": ""Blockchain Zoo/DecBC qualifies because official sources describe ZooBC as Blockchain Zoo core intellectual property built from scratch, with the first ZooBC implementation developed at Blockchain Zoo."", ""evidence_urls"": [""https://blockchainzoo.com/"", ""https://zoobc.com/""], ""evidence_source_types"": [""official_site"", ""official_site""]}]",high,no
113691-97,GNY (United States ),gny.io,protocol_or_network,"[""GNY""]","[""GNY""]","[""https://gny.io/gny-token/""]","[{""token_symbol"": ""GNY"", ""token_name"": ""GNY"", ""token_url"": ""https://gny.io/gny-token/"", ""reason"": ""Official GNY materials identify GNY as the business and team behind the GNY blockchain mainnet and token, and coverage of the token generation event says gny.io Limited launched the GNY Token for the GNY platform, supporting GNY as the original organization behind the protocol ecosystem."", ""evidence_urls"": [""https://gny.io/"", ""https://gny.io/gny-token/"", ""https://institutionalassetmanager.co.uk/carey-olsen-advises-latest-jersey-ico-launch-gnyio-limited/""], ""evidence_source_types"": [""official_site"", ""official_site"", ""secondary_source""]}]",high,no
113724-37,Rp Expert Network,rpexps.com,infrastructure_or_data,"[""PHB"", ""CCD""]","[""Phoenix Global"", ""Computation Credits""]","[""https://token-econ-update.phoenix.global/"", ""https://pnode-litepaper.phoenix.global/""]","[{""token_symbol"": ""PHB"", ""token_name"": ""Phoenix Global"", ""token_url"": ""https://token-econ-update.phoenix.global/"", ""reason"": ""RP Expert Network maps to Red Pulse; Red Pulse Phoenix co-formed Phoenix Global with APEX Network, and merger/tokenomics materials show the Phoenix token lineage into PHB."", ""evidence_urls"": [""https://craft.co/red-pulse"", ""https://apexteam.medium.com/apex-network-and-red-pulse-phoenix-to-merge-and-develop-horizon-defi-platform-171df28b5f5c"", ""https://apexteam.medium.com/red-pulse-phoenix-phx-apex-network-cpx-merger-plan-6228ef0dea27"", ""https://token-econ-update.phoenix.global/""], ""evidence_source_types"": [""secondary_source"", ""official_project_blog"", ""official_project_blog"", ""official_docs""]}, {""token_symbol"": ""CCD"", ""token_name"": ""Computation Credits"", ""token_url"": ""https://pnode-litepaper.phoenix.global/"", ""reason"": ""RP Expert Network/Red Pulse is part of the original Phoenix Global merged project lineage; Phoenix docs identify CCD as the native Computation Credits token on Phoenix Layer 1/AI network."", ""evidence_urls"": [""https://craft.co/red-pulse"", ""https://apexteam.medium.com/apex-network-and-red-pulse-phoenix-to-merge-and-develop-horizon-defi-platform-171df28b5f5c"", ""https://token-econ-update.phoenix.global/"", ""https://pnode-litepaper.phoenix.global/""], ""evidence_source_types"": [""secondary_source"", ""official_project_blog"", ""official_docs"", ""official_docs""]}]",medium,no
113735-08,Injii,coin.injii.com,media_or_education,"[""IAC""]","[""injii Access Coin""]","[""https://coin.injii.com/about-us""]","[{""token_symbol"": ""IAC"", ""token_name"": ""injii Access Coin"", ""token_url"": ""https://coin.injii.com/about-us"", ""reason"": ""Injii-authored materials describe injii as founded in 2014 and say the team would create an ecosystem where users earn injii Access Coin; secondary startup coverage also identifies IAC as injii's own community token, supporting Injii as the original organization of the IAC ecosystem."", ""evidence_urls"": [""https://medium.com/hackernoon/injii-access-coin-change-the-world-and-curate-your-playlist-ced991f698df"", ""https://thetechtribune.com/2018-best-tech-startups-in-chattanooga/""], ""evidence_source_types"": [""official_blog"", ""secondary_source""]}]",high,no
113767-21,ShoCard,shocard.com,security_or_compliance,"[""SHO""]","[""ShoCoin""]","[""https://coinpaprika.com/storage/cdn/whitepapers/448345.pdf""]","[{""token_symbol"": ""SHO"", ""token_name"": ""ShoCoin"", ""token_url"": ""https://coinpaprika.com/storage/cdn/whitepapers/448345.pdf"", ""reason"": ""ShoCard's whitepaper states ShoCard created ShoCoin and integrated it into the ShoCard identity-management platform; ShoCard's press release says ShoCoin would be issued using the ShoCard Inc. entity, supporting ShoCard as the original organization behind the ShoCoin identity ecosystem."", ""evidence_urls"": [""https://coinpaprika.com/storage/cdn/whitepapers/448345.pdf"", ""https://www.globenewswire.com/news-release/2018/02/28/1401365/0/en/shocard-ushers-in-the-future-of-identity-with-announcement-of-ico.html""], ""evidence_source_types"": [""whitepaper"", ""press_release""]}]",low,no
113826-43,Education Ecosystem,educationecosystem.com,media_or_education,"[""LEDU""]","[""Education Ecosystem""]","[""https://coinmarketcap.com/currencies/education-ecosystem/""]","[{""token_symbol"": ""LEDU"", ""token_name"": ""Education Ecosystem"", ""token_url"": ""https://coinmarketcap.com/currencies/education-ecosystem/"", ""reason"": ""Education Ecosystem's own LEDU materials state LEDU was created to support the Education Ecosystem community and identify Education Ecosystem/LiveEdu as the platform founded before the 2017 token sale, supporting the company as the original organization of the LEDU ecosystem."", ""evidence_urls"": [""https://ledutokens.medium.com/ledu-token-what-you-need-to-know-3c00a924d026"", ""https://ledu.educationecosystem.com/"", ""https://coinmarketcap.com/currencies/education-ecosystem/""], ""evidence_source_types"": [""official_blog"", ""official_site"", ""coinmarketcap""]}]",high,no
